parent,parent_label,winner_notation,winner_label,winner_sources,winner_children,losers,n_losers,norm_key
135630,INSURANCE CONTRACTS,135671,DOUBLE OR OVER INSURANCE,0,1,135669=DOUBLE AND OVER-INSURANCE,1,DOUBLE INSURANCE OVER
135849,INSURANCE POLICIES,135862,CANCELLATION AND TERMINATION,0,2,135908=TERMINATION AND CANCELLATION,1,CANCELLATION TERMINATION
136164,LIFE INSURANCE,136172,ASSIGNMENT AND TRANSFER OF POLICIES,0,2,136599=TRANSFER AND ASSIGNMENT OF POLICIES,1,ASSIGNMENT POLICIE TRANSFER
136164,LIFE INSURANCE,136182,ASSIGNMENT OF POLICY,0,9,136411=POLICY ASSIGNMENT,1,ASSIGNMENT POLICY
136164,LIFE INSURANCE,136300,BENEFICIARY DESIGNATIONS,0,5,136285=BENEFICIARY DESIGNATION,1,BENEFICIARY DESIGNATION
136164,LIFE INSURANCE,136453,POLICY EXCLUSIONS AND CONDITIONS,0,2,136418=POLICY CONDITIONS AND EXCLUSIONS,1,CONDITION EXCLUSION POLICY
136164,LIFE INSURANCE,136434,POLICY DEFENSES AND EXCLUSIONS,0,4,136457=POLICY EXCLUSIONS AND DEFENSES,1,DEFENSE EXCLUSION POLICY
136164,LIFE INSURANCE,136467,POLICY EXCLUSIONS AND FORFEITURE,0,1,136469=POLICY EXCLUSIONS AND FORFEITURES,1,EXCLUSION FORFEITURE POLICY
136164,LIFE INSURANCE,136582,RISK ASSESSMENT AND UNDERWRITING,0,1,136601=UNDERWRITING AND RISK ASSESSMENT,1,ASSESSMENT RISK UNDERWRITING
136193,BENEFICIARIES,136199,BENEFICIARY DESIGNATION,0,2,136229=DESIGNATION OF BENEFICIARY,1,BENEFICIARY DESIGNATION
136193,BENEFICIARIES,136266,VESTED BENEFICIARY INTERESTS,1,0,136267=VESTED INTEREST OF BENEFICIARY,1,BENEFICIARY INTEREST VESTED
136513,POLICY TERMS AND CONDITIONS,136518,EXCLUSIONS AND EXCEPTIONS,0,2,136516=EXCEPTIONS AND EXCLUSIONS,1,EXCEPTION EXCLUSION
136730,MARINE INSURANCE,136746,ATTACHMENT AND DURATION OF RISK,0,59,136977=DURATION AND ATTACHMENT OF RISK;137310=RISK ATTACHMENT AND DURATION,2,ATTACHMENT DURATION RISK
136730,MARINE INSURANCE,136879,BENEFICIARIES AND LOSS PAYEES,0,1,136881=BENEFICIARIES AND LOSS-PAYEES,1,BENEFICIARIE LOSS PAYEE
136730,MARINE INSURANCE,136902,COVERAGE AND LOSSES,0,1,137143=LOSSES AND COVERAGE,1,COVERAGE LOSSE
136730,MARINE INSURANCE,136915,COVERAGE AND SCOPE OF RISK,0,3,136920=COVERAGE AND SCOPE OF RISKS,1,COVERAGE RISK SCOPE
136730,MARINE INSURANCE,136939,COVERED PERILS AND LOSSES,0,2,137198=PERILS AND COVERED LOSSES;137207=PERILS AND LOSSES COVERED,2,COVERED LOSSE PERIL
136730,MARINE INSURANCE,136943,COVERED PERILS AND RISKS,0,3,137200=PERILS AND COVERED RISKS;137211=PERILS AND RISKS COVERED;137334=RISKS AND PERILS COVERED,3,COVERED PERIL RISK
136730,MARINE INSURANCE,136962,DISCLOSURE AND REPRESENTATION,0,4,137279=REPRESENTATIONS AND DISCLOSURES,1,DISCLOSURE REPRESENTATION
136730,MARINE INSURANCE,136975,DOUBLE OR OVER INSURANCE,0,1,136973=DOUBLE AND OVER INSURANCE,1,DOUBLE INSURANCE OVER
136730,MARINE INSURANCE,137145,LOSSES AND PERILS,0,2,137204=PERILS AND LOSSES,1,LOSSE PERIL
136730,MARINE INSURANCE,137371,THE MARINE POLICY,0,5,137153=MARINE POLICY,1,MARINE POLICY
136730,MARINE INSURANCE,137171,MARINE POLICY TERMS AND COVERAGE,0,1,137174=MARINE POLICY TERMS AND COVERAGES,1,COVERAGE MARINE POLICY TERM
136730,MARINE INSURANCE,137176,MARINE POLICY WARRANTIES,0,1,137536=WARRANTIES IN MARINE POLICY,1,MARINE POLICY WARRANTIE
136730,MARINE INSURANCE,137328,RISKS AND PERILS,0,4,137209=PERILS AND RISKS,1,PERIL RISK
136730,MARINE INSURANCE,137286,REPRESENTATIONS AND WARRANTIES,0,8,137521=WARRANTIES AND REPRESENTATIONS,1,REPRESENTATION WARRANTIE
136746,ATTACHMENT AND DURATION OF RISK,136831,THE SHIP,0,15,136802=SHIP,1,SHIP
136962,DISCLOSURE AND REPRESENTATION,136965,MATERIAL FACT,0,1,136967=MATERIAL FACTS,1,FACT MATERIAL
137409,VOYAGE AND DEVIATION,137422,DEVIATION EXCUSED,0,1,137426=EXCUSED DEVIATION,1,DEVIATION EXCUSED
137503,WARRANTIES AND CONDITIONS,137515,SEAWORTHINESS WARRANTY,0,3,137519=WARRANTY OF SEAWORTHINESS,1,SEAWORTHINESS WARRANTY
137592,MUTUAL INSURANCE,137596,ASSESSMENTS AND PREMIUMS,0,2,137602=PREMIUMS AND ASSESSMENTS,1,ASSESSMENT PREMIUM
137702,PERFORMANCE OF INSURANCE CONTRACT,137719,PROOFS OF LOSS,0,4,137716=PROOF OF LOSS,1,LOSS PROOF
137757,CONDITIONS VOIDING THE POLICY,137768,BANKRUPTCY OR INSOLVENCY OF INSURED,1,0,137776=INSOLVENCY OR BANKRUPTCY OF INSURED,1,BANKRUPTCY INSOLVENCY INSURED
138109,PREMIUMS,138132,PAYMENT OF PREMIUM,0,3,138137=PAYMENT OF PREMIUMS,1,PAYMENT PREMIUM
138216,PROPERTY INSURANCE,138404,LOSS ADJUSTMENT AND CLAIMS,0,3,"138425=LOSS, CLAIMS, AND ADJUSTMENT",1,ADJUSTMENT CLAIM LOSS
138216,PROPERTY INSURANCE,138505,POLICY TERMS AND COVERAGE,0,3,138494=POLICY COVERAGE TERMS,1,COVERAGE POLICY TERM
138273,FIRE INSURANCE,138285,COVERAGE AND RISKS,0,1,138350=RISKS AND COVERAGE,1,COVERAGE RISK
138273,FIRE INSURANCE,138332,POLICY CONDITIONS AND WARRANTIES,0,4,138344=POLICY WARRANTIES AND CONDITIONS,1,CONDITION POLICY WARRANTIE
138480,POLICY CONDITIONS AND WARRANTIES,138483,IRON SAFE AND BOOKKEEPING CLAUSES,0,1,138485=IRON-SAFE AND BOOKKEEPING CLAUSES,1,BOOKKEEPING CLAUSE IRON SAFE
138657,SUBROGATION,138669,INSURER'S RIGHT TO SUBROGATION,0,2,138674=INSURER'S SUBROGATION RIGHTS,1,INSURER RIGHT S SUBROGATION
138780,INSURANCE CONTRACTS,138818,AGENCY IN INSURANCE,0,2,139892=INSURANCE AGENCY,1,AGENCY INSURANCE
138780,INSURANCE CONTRACTS,138846,APPLICATIONS AND UNDERWRITING,0,4,138830=APPLICATION AND UNDERWRITING,1,APPLICATION UNDERWRITING
138780,INSURANCE CONTRACTS,139403,FORMATION AND APPLICATIONS,0,3,138833=APPLICATIONS AND FORMATION,1,APPLICATION FORMATION
138780,INSURANCE CONTRACTS,138836,APPLICATIONS AND POLICY FORMATION,0,2,139620=FORMATION AND POLICY APPLICATIONS;140973=POLICY FORMATION AND APPLICATIONS,2,APPLICATION FORMATION POLICY
138780,INSURANCE CONTRACTS,142059,TERMINATION AND CANCELLATION,0,6,138930=CANCELLATION AND TERMINATION,1,CANCELLATION TERMINATION
138780,INSURANCE CONTRACTS,139031,CLAIMS AND PROOF OF LOSS,0,2,139012=CLAIMS AND LOSS PROOFS;139035=CLAIMS AND PROOFS OF LOSS,2,CLAIM LOSS PROOF
138780,INSURANCE CONTRACTS,142083,TERMS AND CONDITIONS,0,43,139044=CONDITIONS AND TERMS,1,CONDITION TERM
138780,INSURANCE CONTRACTS,139049,CONSIDERATION AND PREMIUMS,2,1,141450=PREMIUMS AND CONSIDERATION,1,CONSIDERATION PREMIUM
138780,INSURANCE CONTRACTS,139979,INTERPRETATION AND CONSTRUCTION,0,13,139051=CONSTRUCTION AND INTERPRETATION,1,CONSTRUCTION INTERPRETATION
138780,INSURANCE CONTRACTS,139133,COVERAGE AND RISK,0,1,139145=COVERAGE AND RISKS;139168=COVERAGE OF RISKS,2,COVERAGE RISK
138780,INSURANCE CONTRACTS,139156,COVERAGE AND SCOPE OF RISKS,0,4,139153=COVERAGE AND SCOPE OF RISK,1,COVERAGE RISK SCOPE
138780,INSURANCE CONTRACTS,139200,DEFENSES AND VOIDABILITY,0,1,142327=VOIDABILITY AND DEFENSES,1,DEFENSE VOIDABILITY
138780,INSURANCE CONTRACTS,139208,DOCTRINES AND PRINCIPLES,0,1,141544=PRINCIPLES AND DOCTRINES,1,DOCTRINE PRINCIPLE
138780,INSURANCE CONTRACTS,139211,DOUBLE AND OVER INSURANCE,0,2,139214=DOUBLE OR OVER INSURANCE,1,DOUBLE INSURANCE OVER
138780,INSURANCE CONTRACTS,139254,DUTIES OF THE INSURED,0,2,139226=DUTIES OF INSURED,1,DUTIE INSURED
138780,INSURANCE CONTRACTS,139268,ENFORCEMENT AND REMEDIES,0,2,141766=REMEDIES AND ENFORCEMENT,1,ENFORCEMENT REMEDIE
138780,INSURANCE CONTRACTS,139279,FIDELITY GUARANTY INSURANCE,0,1,139277=FIDELITY AND GUARANTY INSURANCE,1,FIDELITY GUARANTY INSURANCE
138780,INSURANCE CONTRACTS,140998,POLICY FORMATION AND TERMS,0,4,139623=FORMATION AND POLICY TERMS,1,FORMATION POLICY TERM
138780,INSURANCE CONTRACTS,139821,INDEMNITY PRINCIPLE,0,1,139823=INDEMNITY PRINCIPLES,1,INDEMNITY PRINCIPLE
138780,INSURANCE CONTRACTS,139908,INSURANCE AGENTS AND INTERMEDIARIES,0,1,139932=INSURANCE INTERMEDIARIES AND AGENTS,1,AGENT INSURANCE INTERMEDIARIE
138780,INSURANCE CONTRACTS,140689,MODIFICATION AND TERMINATION,0,3,142067=TERMINATION AND MODIFICATION,1,MODIFICATION TERMINATION
138780,INSURANCE CONTRACTS,140862,POLICY CANCELLATION AND TERMINATION,0,6,141087=POLICY TERMINATION AND CANCELLATION,1,CANCELLATION POLICY TERMINATION
138780,INSURANCE CONTRACTS,140901,POLICY CONDITIONS AND FORFEITURE,0,2,140906=POLICY CONDITIONS AND FORFEITURES,1,CONDITION FORFEITURE POLICY
138780,INSURANCE CONTRACTS,141106,POLICY TERMS AND CONDITIONS,0,44,140911=POLICY CONDITIONS AND TERMS,1,CONDITION POLICY TERM
138780,INSURANCE CONTRACTS,140914,POLICY CONDITIONS AND WARRANTIES,0,12,141326=POLICY WARRANTIES AND CONDITIONS,1,CONDITION POLICY WARRANTIE
138780,INSURANCE CONTRACTS,141024,POLICY INTERPRETATION AND CONSTRUCTION,0,10,140946=POLICY CONSTRUCTION AND INTERPRETATION,1,CONSTRUCTION INTERPRETATION POLICY
138780,INSURANCE CONTRACTS,141241,POLICY TERMS AND COVERAGE,0,3,140957=POLICY COVERAGE AND TERMS,1,COVERAGE POLICY TERM
138780,INSURANCE CONTRACTS,140970,POLICY FORM AND TERMS,0,1,141015=POLICY FORMS AND TERMS;141266=POLICY TERMS AND FORM,2,FORM POLICY TERM
138780,INSURANCE CONTRACTS,141323,POLICY TYPES AND FORMS,1,0,141018=POLICY FORMS AND TYPES,1,FORM POLICY TYPE
138780,INSURANCE CONTRACTS,141283,POLICY TERMS AND PROVISIONS,0,6,141066=POLICY PROVISIONS AND TERMS,1,POLICY PROVISION TERM
138780,INSURANCE CONTRACTS,141317,POLICY TYPES AND CLASSIFICATION,0,1,141320=POLICY TYPES AND CLASSIFICATIONS,1,CLASSIFICATION POLICY TYPE
138780,INSURANCE CONTRACTS,141350,PREMIUMS,0,30,141334=PREMIUM,1,PREMIUM
138780,INSURANCE CONTRACTS,141483,PREMIUMS AND PAYMENT OBLIGATIONS,0,18,141343=PREMIUM PAYMENT OBLIGATIONS,1,OBLIGATION PAYMENT PREMIUM
138780,INSURANCE CONTRACTS,141770,REPRESENTATIONS AND WARRANTIES,0,5,142344=WARRANTIES AND REPRESENTATIONS,1,REPRESENTATION WARRANTIE
138780,INSURANCE CONTRACTS,142035,SCOPE OF COVERAGE,0,2,142019=SCOPE AND COVERAGE,1,COVERAGE SCOPE
138780,INSURANCE CONTRACTS,142030,SCOPE AND LIMITATION OF COVERAGE,0,1,142032=SCOPE AND LIMITATIONS OF COVERAGE,1,COVERAGE LIMITATION SCOPE
138780,INSURANCE CONTRACTS,142331,WAIVER AND MODIFICATION,0,2,142334=WAIVERS AND MODIFICATIONS,1,MODIFICATION WAIVER
139429,FORMATION AND EFFECTIVENESS,139432,DELIVERY OF POLICY,0,3,139436=POLICY DELIVERY,1,DELIVERY POLICY
139446,FORMATION AND ENFORCEABILITY,139468,CONCEALMENT AND DISCLOSURE,0,1,139474=DISCLOSURE AND CONCEALMENT,1,CONCEALMENT DISCLOSURE
139446,FORMATION AND ENFORCEABILITY,139487,MISREPRESENTATION AND CONCEALMENT,0,3,139499=MISREPRESENTATIONS AND CONCEALMENT,1,CONCEALMENT MISREPRESENTATION
139446,FORMATION AND ENFORCEABILITY,139495,MISREPRESENTATION IN INSURANCE APPLICATIONS,0,1,139503=MISREPRESENTATIONS IN INSURANCE APPLICATIONS,1,APPLICATION INSURANCE MISREPRESENTATION
139446,FORMATION AND ENFORCEABILITY,139514,ORAL CONTRACTS OF INSURANCE,1,0,139515=ORAL INSURANCE CONTRACTS,1,CONTRACT INSURANCE ORAL
139465,COMPLETION OF CONTRACT,139467,MARINE AND FIRE INSURANCE BINDING SLIPS,1,0,139466=BINDING SLIPS IN MARINE AND FIRE INSURANCE,1,BINDING FIRE INSURANCE MARINE SLIP
139564,FORMATION AND INTERPRETATION,139571,DISCLOSURE AND REPRESENTATIONS,0,1,139583=REPRESENTATIONS AND DISCLOSURES,1,DISCLOSURE REPRESENTATION
139655,FORMATION AND TERMS,139668,REPRESENTATIONS AND WARRANTIES,0,1,139671=WARRANTIES AND REPRESENTATIONS,1,REPRESENTATION WARRANTIE
139676,FORMATION AND UNDERWRITING,139677,APPLICATION AND REPRESENTATIONS,0,1,139681=APPLICATIONS AND REPRESENTATIONS,1,APPLICATION REPRESENTATION
139691,FORMATION AND VALIDITY,139738,MISREPRESENTATION AND NONDISCLOSURE,0,2,139749=MISREPRESENTATIONS AND NONDISCLOSURE,1,MISREPRESENTATION NONDISCLOSURE
139691,FORMATION AND VALIDITY,139741,MISREPRESENTATION IN INSURANCE APPLICATIONS,0,2,139752=MISREPRESENTATIONS IN INSURANCE APPLICATIONS,1,APPLICATION INSURANCE MISREPRESENTATION
139825,INSURABLE INTEREST,139833,DISTINCTION FROM INSURED PROPERTY OR LIFE,1,0,139834=DISTINCTION FROM PROPERTY OR LIFE INSURED,1,DISTINCTION FROM INSURED LIFE PROPERTY
139897,INSURANCE AGENTS AND BROKERS,139898,AGENT AUTHORITY,0,3,139903=AUTHORITY OF AGENTS,1,AGENT AUTHORITY
140041,LIFE INSURANCE,140163,POLICY ASSIGNMENT,0,1,140045=ASSIGNMENT OF POLICY;140165=POLICY ASSIGNMENTS,2,ASSIGNMENT POLICY
140041,LIFE INSURANCE,140084,BENEFICIARY DESIGNATION,0,3,140091=BENEFICIARY DESIGNATIONS,1,BENEFICIARY DESIGNATION
140041,LIFE INSURANCE,140228,POLICY TERMS AND PROVISIONS,0,2,140203=POLICY PROVISIONS AND TERMS,1,POLICY PROVISION TERM
140041,LIFE INSURANCE,140249,REPRESENTATIONS AND WARRANTIES,0,1,140267=WARRANTIES AND REPRESENTATIONS,1,REPRESENTATION WARRANTIE
140228,POLICY TERMS AND PROVISIONS,140229,BENEFICIARY DESIGNATION,1,0,140230=DESIGNATION OF BENEFICIARY,1,BENEFICIARY DESIGNATION
140296,MARINE INSURANCE,140303,ATTACHMENT AND DURATION OF RISK,0,24,140538=RISK ATTACHMENT AND DURATION,1,ATTACHMENT DURATION RISK
140296,MARINE INSURANCE,140335,ATTACHMENT OF RISK,0,3,140536=RISK ATTACHMENT,1,ATTACHMENT RISK
140296,MARINE INSURANCE,140357,CHANGE OF VOYAGE AND DEVIATION,0,1,140381=DEVIATION AND CHANGE OF VOYAGE,1,CHANGE DEVIATION VOYAGE
140296,MARINE INSURANCE,140657,WARRANTIES AND REPRESENTATIONS,0,2,140529=REPRESENTATIONS AND WARRANTIES,1,REPRESENTATION WARRANTIE
140500,POLICY TERMS AND CLAUSES,140501,MEMORANDUM CLAUSE,0,1,140503=MEMORANDUM CLAUSES,1,CLAUSE MEMORANDUM
140689,MODIFICATION AND TERMINATION,140694,RESCISSION AND CANCELLATION,1,1,140692=CANCELLATION OR RESCISSION,1,CANCELLATION RESCISSION
141087,POLICY TERMINATION AND CANCELLATION,141088,CANCELLATION BY NOTICE,0,1,141094=NOTICE OF CANCELLATION,1,CANCELLATION NOTICE
141106,POLICY TERMS AND CONDITIONS,141140,CONDITIONS VOIDING POLICY,0,5,141148=CONDITIONS VOIDING THE POLICY,1,CONDITION POLICY VOIDING
141350,PREMIUMS,141381,PAYMENT OF PREMIUMS,2,12,141379=PAYMENT OF PREMIUM,1,PAYMENT PREMIUM
141350,PREMIUMS,141397,PREPAYMENT OF PREMIUM,0,2,141400=PREPAYMENT OF PREMIUMS,1,PREMIUM PREPAYMENT
141350,PREMIUMS,141410,RETURN OF PREMIUMS,0,14,141405=RETURN OF PREMIUM,1,PREMIUM RETURN
141350,PREMIUMS,141431,TIME OF PAYMENT,1,1,141429=TIME FOR PAYMENT,1,PAYMENT TIME
141469,PREMIUMS AND PAYMENT,141479,PAYMENT TO AGENT OR BROKER,1,0,141476=PAYMENT BY AGENTS OR BROKERS,1,AGENT BROKER PAYMENT
141483,PREMIUMS AND PAYMENT OBLIGATIONS,141497,NONPAYMENT OF PREMIUM,0,1,141501=NONPAYMENT OF PREMIUMS,1,NONPAYMENT PREMIUM
141574,PROPERTY INSURANCE,141580,COVERAGE AND POLICY TERMS,0,1,141702=POLICY TERMS AND COVERAGE,1,COVERAGE POLICY TERM
141574,PROPERTY INSURANCE,141718,VALUED POLICY LAWS,0,2,141716=VALUED POLICY LAW,1,LAW POLICY VALUED
141678,POLICY CONDITIONS AND WARRANTIES,141684,IRON-SAFE CLAUSE,0,4,141680=IRON SAFE CLAUSE;141682=IRON SAFE CLAUSES;141689=IRON-SAFE CLAUSES,3,CLAUSE IRON SAFE
141725,REINSURANCE,141734,LIABILITY OF REINSURER,1,0,141743=REINSURER LIABILITY,1,LIABILITY REINSURER
141725,REINSURANCE,141742,REINSURANCE OF SINGLE POLICY OBLIGATIONS,1,0,141741=REINSURANCE OF A SINGLE POLICY OBLIGATION,1,OBLIGATION POLICY REINSURANCE SINGLE
141814,RIGHTS AND OBLIGATIONS OF PARTIES,141851,DUTIES OF INSURER,0,1,141854=DUTIES OF INSURERS,1,DUTIE INSURER
141814,RIGHTS AND OBLIGATIONS OF PARTIES,141928,RETURN OF PREMIUM,1,0,141929=RETURN OF PREMIUMS,1,PREMIUM RETURN
142083,TERMS AND CONDITIONS,142160,WAIVER AND MODIFICATION,0,1,142162=WAIVERS AND MODIFICATIONS,1,MODIFICATION WAIVER
142393,INSURANCE CONTRACTS AND RELATIONSHIPS,142475,RIGHTS AND OBLIGATIONS OF PARTIES IN INSURANCE CONTRACTS,0,1,142479=RIGHTS AND OBLIGATIONS OF PARTIES TO INSURANCE CONTRACTS,1,CONTRACT INSURANCE OBLIGATION PARTIE RIGHT
142601,LEASES AND TENANCIES,142624,LEASE COVENANTS,0,2,142606=COVENANTS IN LEASES,1,COVENANT LEASE
142676,LEGAL DUTIES AND OBLIGATIONS,142701,LANDLORD-TENANT RELATIONSHIPS,0,2,142698=LANDLORD-TENANT RELATIONSHIP,1,LANDLORD RELATIONSHIP TENANT
142683,DUTIES ARISING FROM PROPERTY RELATIONSHIPS,142684,LANDLORD-TENANT RELATIONSHIP,0,1,142687=LANDLORD-TENANT RELATIONSHIPS,1,LANDLORD RELATIONSHIP TENANT
142767,LEGAL EFFECT OF AGREEMENTS,142832,IMPLIED COVENANTS AND TERMS,0,1,142835=IMPLIED TERMS AND COVENANTS,1,COVENANT IMPLIED TERM
142775,COVENANTS,142788,ENFORCEABILITY AND INTERPRETATION OF COVENANTS,1,0,142795=INTERPRETATION AND ENFORCEABILITY OF COVENANTS,1,COVENANT ENFORCEABILITY INTERPRETATION
142975,LEGAL OBLIGATIONS ARISING FROM LEASES,142976,LANDLORD-TENANT RELATIONSHIP,0,1,142980=LANDLORD-TENANT RELATIONSHIPS,1,LANDLORD RELATIONSHIP TENANT
142988,LANDLORD-TENANT RELATIONSHIPS,143049,TENANT OBLIGATIONS,0,5,143041=OBLIGATIONS OF TENANTS,1,OBLIGATION TENANT
143287,MARRIAGE AND DOMESTIC RELATIONS,143307,MARRIAGE FORMATION AND VALIDITY,0,2,143297=FORMATION AND VALIDITY OF MARRIAGE,1,FORMATION MARRIAGE VALIDITY
143371,NEGOTIABLE INSTRUMENTS,143491,AGENTS FOR NEGOTIATION OR COLLECTION,0,3,144558=COLLECTION AND NEGOTIATION BY AGENTS,1,AGENT COLLECTION NEGOTIATION
143371,NEGOTIABLE INSTRUMENTS,143499,ALTERATION AND FORGERY,0,1,144871=FORGERY AND ALTERATION,1,ALTERATION FORGERY
143371,NEGOTIABLE INSTRUMENTS,143509,ALTERATION OF INSTRUMENTS,0,5,143507=ALTERATION OF INSTRUMENT,1,ALTERATION INSTRUMENT
143371,NEGOTIABLE INSTRUMENTS,147193,TRANSFER AND ASSIGNMENT,0,4,143528=ASSIGNMENT AND TRANSFER;147647=TRANSFER BY ASSIGNMENT,2,ASSIGNMENT TRANSFER
143371,NEGOTIABLE INSTRUMENTS,143576,BILLS AND NOTES,0,97,146078=NOTES AND BILLS,1,BILL NOTE
143371,NEGOTIABLE INSTRUMENTS,145000,FORMAL REQUISITES OF BILLS AND NOTES,0,19,143828=BILLS AND NOTES FORMAL REQUISITES,1,BILL FORMAL NOTE REQUISITE
143371,NEGOTIABLE INSTRUMENTS,144319,BILLS OF EXCHANGE AND DRAFTS,0,4,144801=DRAFTS AND BILLS OF EXCHANGE,1,BILL DRAFT EXCHANGE
143371,NEGOTIABLE INSTRUMENTS,144331,BILLS OF EXCHANGE AND PROMISSORY NOTES,1,26,146961=PROMISSORY NOTES AND BILLS OF EXCHANGE,1,BILL EXCHANGE NOTE PROMISSORY
143371,NEGOTIABLE INSTRUMENTS,144410,"BILLS, NOTES, AND CHECKS",0,8,"144456=BILLS, NOTES, CHECKS",1,BILL CHECK NOTE
143371,NEGOTIABLE INSTRUMENTS,144466,BONA FIDE HOLDER OR PURCHASER,0,4,144463=BONA FIDE HOLDER AND PURCHASER,1,BONA FIDE HOLDER PURCHASER
143371,NEGOTIABLE INSTRUMENTS,146107,PARTIES AND CAPACITY,0,32,144493=CAPACITY OF PARTIES,1,CAPACITY PARTIE
143371,NEGOTIABLE INSTRUMENTS,147723,TYPES AND CLASSIFICATIONS,2,1,144552=CLASSIFICATION AND TYPES;147714=TYPES AND CLASSIFICATION,2,CLASSIFICATION TYPE
143371,NEGOTIABLE INSTRUMENTS,144567,COLLECTION AND PRESENTMENT,0,2,146653=PRESENTMENT AND COLLECTION,1,COLLECTION PRESENTMENT
143371,NEGOTIABLE INSTRUMENTS,145488,INTERPRETATION AND CONSTRUCTION,0,6,144643=CONSTRUCTION AND INTERPRETATION,1,CONSTRUCTION INTERPRETATION
143371,NEGOTIABLE INSTRUMENTS,144656,CREATION AND ISSUANCE,0,1,145507=ISSUANCE AND CREATION,1,CREATION ISSUANCE
143371,NEGOTIABLE INSTRUMENTS,144691,DEFENSES AND DISCHARGE,0,8,144708=DEFENSES AND DISCHARGES,1,DEFENSE DISCHARGE
143371,NEGOTIABLE INSTRUMENTS,144733,DEFENSES TO ENFORCEMENT,0,4,144716=DEFENSES AND ENFORCEMENT;144825=ENFORCEMENT AND DEFENSES,2,DEFENSE ENFORCEMENT
143371,NEGOTIABLE INSTRUMENTS,145534,LIABILITY AND DEFENSES,0,3,144729=DEFENSES AND LIABILITY,1,DEFENSE LIABILITY
143371,NEGOTIABLE INSTRUMENTS,146521,PAYMENT AND DISCHARGE,0,9,144759=DISCHARGE AND PAYMENT,1,DISCHARGE PAYMENT
143371,NEGOTIABLE INSTRUMENTS,146094,NOTICE OF DISHONOR,1,2,144778=DISHONOR AND NOTICE,1,DISHONOR NOTICE
143371,NEGOTIABLE INSTRUMENTS,146969,PROTEST AND DISHONOR,0,3,144792=DISHONOR AND PROTEST,1,DISHONOR PROTEST
143371,NEGOTIABLE INSTRUMENTS,144817,ENFORCEABILITY AND LIABILITY,0,1,145539=LIABILITY AND ENFORCEABILITY,1,ENFORCEABILITY LIABILITY
143371,NEGOTIABLE INSTRUMENTS,144831,ENFORCEMENT AND LIABILITY,0,1,145543=LIABILITY AND ENFORCEMENT,1,ENFORCEMENT LIABILITY
143371,NEGOTIABLE INSTRUMENTS,144846,ESSENTIAL REQUISITES AND FORMATION,0,1,145062=FORMATION AND ESSENTIAL REQUISITES,1,ESSENTIAL FORMATION REQUISITE
143371,NEGOTIABLE INSTRUMENTS,144934,FORMAL REQUIREMENTS AND EXECUTION,0,4,144856=EXECUTION AND FORMAL REQUIREMENTS,1,EXECUTION FORMAL REQUIREMENT
143371,NEGOTIABLE INSTRUMENTS,144862,EXECUTION AND SIGNATURES,0,2,144859=EXECUTION AND SIGNATURE,1,EXECUTION SIGNATURE
143371,NEGOTIABLE INSTRUMENTS,144921,FORM AND REQUISITES,0,1,147009=REQUISITES AND FORM,1,FORM REQUISITE
143371,NEGOTIABLE INSTRUMENTS,144951,FORMAL REQUIREMENTS FOR NEGOTIABILITY,0,2,144946=FORMAL REQUIREMENTS AND NEGOTIABILITY,1,FORMAL NEGOTIABILITY REQUIREMENT
143371,NEGOTIABLE INSTRUMENTS,145079,FORMATION AND REQUISITES,0,1,147012=REQUISITES AND FORMATION,1,FORMATION REQUISITE
143371,NEGOTIABLE INSTRUMENTS,145124,HOLDER IN DUE COURSE,0,40,145369=HOLDERS IN DUE COURSE,1,COURSE DUE HOLDER
143371,NEGOTIABLE INSTRUMENTS,145242,HOLDER IN DUE COURSE AND BONA FIDE PURCHASER,0,5,145230=HOLDER IN DUE COURSE (BONA FIDE PURCHASER);145239=HOLDER IN DUE COURSE / BONA FIDE PURCHASER;145252=HOLDER IN DUE COURSE AND BONA FIDE PURCHASERS;145372=HOLDERS IN DUE COURSE AND BONA FIDE PURCHASERS,4,BONA COURSE DUE FIDE HOLDER PURCHASER
143371,NEGOTIABLE INSTRUMENTS,145280,HOLDERS AND HOLDERS IN DUE COURSE,0,8,145267=HOLDERS AND HOLDER IN DUE COURSE,1,COURSE DUE HOLDER HOLDER
143371,NEGOTIABLE INSTRUMENTS,146200,PARTIES AND HOLDERS,0,6,145318=HOLDERS AND PARTIES,1,HOLDER PARTIE
143371,NEGOTIABLE INSTRUMENTS,147136,RIGHTS OF HOLDERS,0,3,145329=HOLDERS AND RIGHTS,1,HOLDER RIGHT
143371,NEGOTIABLE INSTRUMENTS,145386,INDORSEMENT,0,36,145480=INDORSEMENTS,1,INDORSEMENT
143371,NEGOTIABLE INSTRUMENTS,145748,NEGOTIATION AND INDORSEMENT,0,2,145447=INDORSEMENT AND NEGOTIATION,1,INDORSEMENT NEGOTIATION
143371,NEGOTIABLE INSTRUMENTS,147212,TRANSFER AND INDORSEMENT,0,60,145450=INDORSEMENT AND TRANSFER;147654=TRANSFER BY INDORSEMENT;147711=TRANSFERS AND INDORSEMENTS,3,INDORSEMENT TRANSFER
143371,NEGOTIABLE INSTRUMENTS,145524,JUDICIAL PRECEDENTS AND CASE LAW,4,0,145521=JUDICIAL PRECEDENT AND CASE LAW,1,CASE JUDICIAL LAW PRECEDENT
