parent,parent_label,winner_notation,winner_label,winner_sources,winner_children,losers,n_losers
127994,DISCHARGE OF DUTY TO PERFORM,127995,ANTICIPATORY REPUDIATION,0,2,127997=RENUNCIATION OR REPUDIATION,1
128070,EXCUSE OF PERFORMANCE,128078,FRUSTRATION OF PURPOSE,0,3,128082=FRUSTRATION OF PURPOSE AND IMPOSSIBILITY;128106=IMPOSSIBILITY AND FRUSTRATION,2
128070,EXCUSE OF PERFORMANCE,128137,"IMPOSSIBILITY, IMPRACTICABILITY, AND FRUSTRATION",0,16,"128155=IMPOSSIBILITY, IMPRACTICABILITY, AND FRUSTRATION OF PURPOSE",1
128070,EXCUSE OF PERFORMANCE,128084,IMPOSSIBILITY,0,19,128115=IMPOSSIBILITY OF PERFORMANCE,1
128070,EXCUSE OF PERFORMANCE,128158,IMPRACTICABILITY AND FRUSTRATION,2,0,128159=IMPRRACTICABILITY AND FRUSTRATION,1
128084,IMPOSSIBILITY,128093,GENERAL PRINCIPLES,1,0,128092=GENERAL NATURE AND DEFINITION,1
128084,IMPOSSIBILITY,128088,CLASSES OF OPERATIVE IMPOSSIBILITY,1,0,128087=CLASSES OF FACTS CONSTITUTING IMPOSSIBILITY,1
128117,IMPOSSIBILITY OR IMPRACTICABILITY,128124,FORESEEABILITY AND ANTICIPATED EVENTS,1,1,128122=EVENTS THAT COULD HAVE BEEN ANTICIPATED,1
128117,IMPOSSIBILITY OR IMPRACTICABILITY,128135,SUPERVENING LEGAL PROHIBITION,3,0,128132=SUPERVENING ILLEGALITY OR ACT OF LAW,1
128137,"IMPOSSIBILITY, IMPRACTICABILITY, AND FRUSTRATION",128146,EFFECT ON EXPRESSLY ASSUMED LIABILITY,2,0,128145=EFFECT OF EXPRESS ASSUMPTION OF LIABILITY,1
128137,"IMPOSSIBILITY, IMPRACTICABILITY, AND FRUSTRATION",128154,UCC § 2-615 COMMERCIAL IMPRACTICABILITY,4,0,128138=COMMERCIAL IMPRACTICABILITY UNDER UCC AND COMMON LAW,1
128137,"IMPOSSIBILITY, IMPRACTICABILITY, AND FRUSTRATION",128141,DESTRUCTION OF SUBJECT MATTER,2,0,128142=DESTRUCTION OR UNAVAILABILITY OF SUBJECT MATTER,1
128172,EXCUSES FOR NON-PERFORMANCE,128185,PREVENTION BY COUNTERPARTY,1,1,128186=PREVENTION OF PERFORMANCE BY OTHER PARTY,1
128237,IMPOSSIBILITY AND IMPRACTICABILITY,128245,DISTINCTION BETWEEN DIFFICULTY AND IMPOSSIBILITY,2,0,128246=DISTINCTION BETWEEN DIFFICULTY AND IMPOSSIBILITY OF PERFORMANCE,1
128269,"IMPOSSIBILITY, IMPRACTICABILITY, AND FRUSTRATION",128278,IMPOSSIBILITY OF PERFORMANCE,1,2,128275=IMPOSSIBILITY GENERALLY,1
128297,INSTALLMENT CONTRACTS,128300,DELIVERY OF DEFECTIVE INSTALLMENT,3,0,128303=TENDER OF DEFECTIVE INSTALLMENT,1
128297,INSTALLMENT CONTRACTS,128301,FAILURE TO DELIVER INSTALLMENT WHEN DUE,2,0,128302=SELLER'S FAILURE TO DELIVER INSTALLMENT,1
128384,PARTIAL PERFORMANCE,128393,PART PAYMENT,3,0,128394=PART PAYMENT AND ITS EFFECTS ON CONTRACTUAL OBLIGATIONS,1
128401,PAYMENT,128402,APPLICATION OF PAYMENTS,2,1,128403=APPLICATION OF PAYMENTS TO ACCOUNTS;128404=APPROPRIATION OF PAYMENTS,2
128414,PAYMENT AND DISCHARGE,128453,PRESUMPTION OF PAYMENT,1,1,128454=PRESUMPTIONS AS TO PAYMENT,1
128414,PAYMENT AND DISCHARGE,128458,TO WHOM PAYMENT MAY BE MADE,1,0,128452=PERSONS ENTITLED TO RECEIVE PAYMENT,1
128414,PAYMENT AND DISCHARGE,128443,PAYMENT BY THIRD PARTIES,3,2,128447=PAYMENT BY THIRD PERSONS;128457=THIRD-PARTY PAYMENT,2
128414,PAYMENT AND DISCHARGE,128419,APPROPRIATION OF PAYMENTS,0,8,128415=APPLICATION OF PAYMENTS,1
128419,APPROPRIATION OF PAYMENTS,128421,APPROPRIATION BY CREDITOR,3,1,128423=CREDITOR'S RIGHT OF APPROPRIATION;128424=CREDITOR'S RIGHT TO APPROPRIATE,2
128462,PAYMENT AND TENDER,128477,PARTIAL PAYMENTS,1,1,128475=PART PAYMENT,1
128464,MEDIUM OF PAYMENT,128470,PAYMENT IN WORTHLESS BANK NOTES,3,0,128472=PAYMENT IN WORTHLESS GENUINE BANK-NOTES,1
128525,PERFORMANCE BY DELIVERY,128526,ACCEPTANCE OF PROPERTY AS PERFORMANCE,2,0,128527=ACCEPTANCE OF PROPERTY DELIVERED AS PERFORMANCE,1
128578,PREVENTION OF PERFORMANCE,128581,WRONGFUL PREVENTION BY OBLIGOR,2,0,128582=WRONGFUL PREVENTION OF PERFORMANCE,1
128583,REMEDIES FOR BREACH,128592,LIQUIDATED DAMAGES,0,2,128594=LIQUIDATED DAMAGES AND PENALTIES,1
128583,REMEDIES FOR BREACH,128610,SPECIFIC PERFORMANCE AND REMEDIAL OBLIGATIONS,0,1,128608=SPECIFIC PERFORMANCE AND ALTERNATIVE OBLIGATIONS,1
128657,STANDARDS OF PERFORMANCE,128660,PERFECT TENDER RULE AND SUBSTANTIAL PERFORMANCE,5,0,128658=PERFECT TENDER AND SUBSTANTIAL PERFORMANCE,1
128667,SUBSTANTIAL PERFORMANCE,128673,BUILDING AND CONSTRUCTION CONTRACTS,10,1,128675=BUILDING CONTRACTS;128677=CONSTRUCTION CONTRACTS,2
128667,SUBSTANTIAL PERFORMANCE,128685,IMMATERIAL BREACH,2,0,128686=IMMATERIAL BREACH DOCTRINE,1
128711,TENDER,128749,WAIVER,0,1,128757=WAIVER OF TENDER,1
128711,TENDER,128718,EFFECT OF ELECTION TO TREAT CONTRACT AS IN FORCE,2,0,128716=EFFECT OF ELECTION,1
128711,TENDER,128740,PREVENTION OF PERFORMANCE BY ADVERSE PARTY,1,1,128738=PREVENTION BY OTHER PARTY,1
128765,TENDER OF PERFORMANCE,128835,RECIPIENT OF TENDER,1,0,128825=PERSONS TO WHOM TENDER MAY BE MADE,1
128765,TENDER OF PERFORMANCE,128790,DEFINITION AND NATURE OF TENDER,1,0,128818=NATURE OF TENDER,1
128765,TENDER OF PERFORMANCE,128882,WAIVER OF TENDER REQUIREMENTS,1,2,128878=WAIVER OF TENDER,1
128765,TENDER OF PERFORMANCE,128870,VOLUNTARY INABILITY TO PERFORM,2,2,128868=VOLUNTARY INABILITY OR DISABILITY TO PERFORM,1
128765,TENDER OF PERFORMANCE,128775,CONCURRENT COVENANTS,0,3,128778=CONCURRENT COVENANTS AND CONDITIONS,1
128765,TENDER OF PERFORMANCE,128849,TENDER IN SALE OF GOODS,2,0,128846=TENDER IN CONTRACTS FOR SALE OF GOODS,1
128765,TENDER OF PERFORMANCE,128826,PERSONS WHO MAY MAKE TENDER,3,0,128823=PARTIES AUTHORIZED TO MAKE TENDER;128824=PERSONS ENTITLED TO MAKE TENDER,2
128765,TENDER OF PERFORMANCE,128814,KEEPING TENDER GOOD,4,0,128821=OBLIGATION TO KEEP TENDER GOOD;128822=OBLIGATION TO MAINTAIN TENDER,2
128765,TENDER OF PERFORMANCE,128827,PLACE OF MAKING TENDER,1,2,128828=PLACE OF TENDER,1
128765,TENDER OF PERFORMANCE,128874,WAIVER OF DEFECT IN TENDER,1,0,128876=WAIVER OF OBJECTIONS TO TENDER,1
128765,TENDER OF PERFORMANCE,128852,TENDER OF MONEY,0,5,128857=TENDER OF PAYMENT,1
128765,TENDER OF PERFORMANCE,128810,INSTALMENT CONTRACTS,0,2,128808=INSTALLMENT CONTRACTS,1
128765,TENDER OF PERFORMANCE,128799,EFFECT ON COLLATERAL SECURITY,2,0,128796=EFFECT OF TENDER ON COLLATERAL SECURITY;128798=EFFECT OF TENDER ON LIENS AND COLLATERAL SECURITY,2
128898,TIME FOR PERFORMANCE,128905,TIME IS OF THE ESSENCE CLAUSES,2,0,128907=TIME OF THE ESSENCE,1
128898,TIME FOR PERFORMANCE,128901,PERFORMANCE DUE AT END OF STIPULATED TIME,1,0,128902=PERFORMANCE NOT DUE UNTIL END OF STIPULATED TIME,1
128910,TIME OF PERFORMANCE,128942,TIME OF THE ESSENCE,2,4,128935=TIME AS ESSENCE OF CONTRACT;128938=TIME IS OF THE ESSENCE,2
128910,TIME OF PERFORMANCE,128930,REASONABLE TIME WHEN TIME NOT FIXED,5,0,128927=REASONABLE TIME;128928=REASONABLE TIME WHEN NO TIME FIXED;128929=REASONABLE TIME WHEN NO TIME SPECIFIED,3
128976,WAIVER OF BREACH,128979,INTENTION TO WAIVE BREACH,3,0,128978=INTENTION TO WAIVE,1
128983,WAR AS AFFECTING CONTRACT RIGHTS,128986,INTEREST OBLIGATIONS DURING WAR,0,1,128988=INTEREST ON PRINCIPAL DURING WAR,1
129011,PERFORMANCE AND DISCHARGE,129027,DISCHARGE BY SUPERVENING EVENTS,0,2,129029=DISCHARGE BY SUPERVENING EVENTS OR FRUSTRATION,1
129011,PERFORMANCE AND DISCHARGE,129012,APPLICATION OF PAYMENTS,0,3,129015=APPROPRIATION OF PAYMENTS,1
129011,PERFORMANCE AND DISCHARGE,129034,DISCHARGE OF DUTIES,0,2,129037=DISCHARGE OF OBLIGATIONS,1
129011,PERFORMANCE AND DISCHARGE,129045,IMPOSSIBILITY OF PERFORMANCE,0,1,129078=SUBSEQUENT IMPOSSIBILITY OR IMPRACTICABILITY,1
129011,PERFORMANCE AND DISCHARGE,129083,TENDER,0,8,129095=TENDER OF PERFORMANCE,1
129124,PERFORMANCE AND INTERPRETATION,129125,INTERPRETATION,1,2,129126=INTERPRETATION AND CONSTRUCTION;129129=INTERPRETATION OF TERMS,2
129135,PERFORMANCE AND NON-PERFORMANCE,129161,EXCUSES FOR NON-PERFORMANCE,0,4,129159=EXCUSES AND JUSTIFICATIONS FOR NON-PERFORMANCE;129169=NON-PERFORMANCE JUSTIFICATIONS,2
129135,PERFORMANCE AND NON-PERFORMANCE,129136,BREACH AND NON-PERFORMANCE,0,1,129139=BREACH AND UNJUSTIFIED NON-PERFORMANCE,1
129135,PERFORMANCE AND NON-PERFORMANCE,129157,EXCUSE OF PERFORMANCE,0,1,129154=DISCHARGES AND EXCUSES OF PERFORMANCE,1
129174,PERFORMANCE AND PAYMENT,129175,APPLICATION OF PAYMENTS,0,4,129178=APPROPRIATION OF PAYMENTS,1
129212,"PERFORMANCE, BREACH, AND DISCHARGE",129306,DISCHARGE OF CONTRACTUAL OBLIGATIONS,0,9,129254=DISCHARGE;129301=DISCHARGE OF CONTRACTS;129314=DISCHARGE OF OBLIGATIONS,3
129212,"PERFORMANCE, BREACH, AND DISCHARGE",129322,EQUITABLE REMEDIES,0,2,129325=EQUITABLE REMEDIES FOR CONTRACT DISPUTES,1
129212,"PERFORMANCE, BREACH, AND DISCHARGE",129284,DISCHARGE BY OPERATION OF LAW,0,2,129286=DISCHARGE BY OPERATION OF LAW OR EQUITY,1
129212,"PERFORMANCE, BREACH, AND DISCHARGE",129226,ALTERATION OF INSTRUMENTS,0,12,129220=ALTERATION OF CONTRACTS;129236=ALTERATION OF WRITTEN INSTRUMENTS,2
129212,"PERFORMANCE, BREACH, AND DISCHARGE",129262,DISCHARGE BY AGREEMENT OR ELECTION,0,1,129260=DISCHARGE BY AGREEMENT,1
129226,ALTERATION OF INSTRUMENTS,129235,NATURE OF ALTERATION,2,0,129234=NATURE AND DEFINITION OF ALTERATION,1
129360,EQUITABLE REMEDIES,129363,REFORMATION OF CONTRACTS,1,1,129361=REFORMATION,1
129367,"PERFORMANCE, BREACH, AND EXCUSE",129376,EXCUSE OF PERFORMANCE,0,1,129374=EXCUSE AND IMPOSSIBILITY,1
129367,"PERFORMANCE, BREACH, AND EXCUSE",129382,IMPOSSIBILITY OF PERFORMANCE,0,3,129386=IMPRATICABILITY OF PERFORMANCE,1
129367,"PERFORMANCE, BREACH, AND EXCUSE",129378,IMPOSSIBILITY AND FRUSTRATION,0,2,"129388=MISTAKE, IMPOSSIBILITY, AND FRUSTRATION",1
129401,BREACH OF CONTRACT,129405,EFFICIENT BREACH,2,0,129406=EFFICIENT BREACH AND THE COASE THEOREM,1
129401,BREACH OF CONTRACT,129404,ANTICIPATORY REPUDIATION,1,1,129402=ANTICIPATORY BREACH,1
129446,POLICING THE BARGAIN,129449,UNCONSCIONABILITY,3,0,129450=UNCONSCIONABILITY DOCTRINE,1
129474,REAL ESTATE CONTRACTS,129477,PURCHASE AND SALE OF LAND,1,1,129475=CONTRACTS TO CONVEY REALTY,1
129498,REMEDIES,129517,FREEDOM OF CONTRACT AND JUDICIAL PREROGATIVE,0,3,129525=PARTY AUTONOMY AND FREEDOM OF CONTRACT,1
129498,REMEDIES,129512,DAMAGES AND RISK ALLOCATION,0,2,129514=DAMAGES AND RISK-ALLOCATION CLAUSES,1
129517,FREEDOM OF CONTRACT AND JUDICIAL PREROGATIVE,129519,PARTY CONTROL OVER REMEDY AND RISK,2,0,129518=PARTY CONTROL OF REMEDY AND RISK ALLOCATION,1
129527,PARTY-CONTROLLED REMEDIES AND RISK ALLOCATION,129528,FREEDOM OF CONTRACT AND JUDICIAL PREROGATIVE,2,0,129529=FREEDOM OF CONTRACT VERSUS JUDICIAL PREROGATIVE,1
129543,REMEDIES AND DAMAGES,129554,LIMITATION OF REMEDY AND EXCLUSION OF WARRANTIES,0,2,129551=LIMITATION OF REMEDY AND DISCLAIMER OF WARRANTIES,1
129543,REMEDIES AND DAMAGES,129558,LIQUIDATED DAMAGES,0,2,129560=LIQUIDATED DAMAGES CLAUSES,1
129581,REMEDIES AND ENFORCEMENT,129621,REFORMATION OF CONTRACTS,2,2,129618=REFORMATION;129622=REFORMATION OF CONTRACTS AND DEEDS;129623=REFORMATION OF INSTRUMENTS,3
129581,REMEDIES AND ENFORCEMENT,129612,LIQUIDATED DAMAGES AND PENALTIES,0,0,129613=LIQUIDATED DAMAGES VERSUS PENALTIES,1
129581,REMEDIES AND ENFORCEMENT,129601,EQUITABLE REMEDIES,0,3,129599=EQUITABLE RELIEF,1
129581,REMEDIES AND ENFORCEMENT,129624,RESCISSION,5,3,129628=RESCISSION OF CONTRACTS,1
129582,DAMAGES,129584,LIQUIDATED DAMAGES AND PENALTIES,0,1,129586=LIQUIDATED DAMAGES AND PENALTY DISTINCTION,1
129582,DAMAGES,129583,CALCULATION AND MEASUREMENT OF DAMAGES,1,1,129588=MEASURE OF DAMAGES,1
129605,FORFEITURE,129607,WAIVER OF FORFEITURE,1,0,129608=WAIVER OF FORFEITURE AND TITLE,1
129642,REMEDIES FOR BREACH,129832,MONEY DAMAGES,0,14,129824=MONETARY DAMAGES;129828=MONETARY RECOVERY;129830=MONETARY REMEDIES,3
129642,REMEDIES FOR BREACH,129792,LIQUIDATED DAMAGES,3,10,129791=LIQUIDATED AND AGREED DAMAGES;129800=LIQUIDATED DAMAGES AND AGREED REMEDIES;129802=LIQUIDATED DAMAGES AND PENALTIES;129910=STIPULATED DAMAGES,4
129642,REMEDIES FOR BREACH,129814,MEASURE OF DAMAGES,0,0,129748=DAMAGES MEASUREMENT,1
129642,REMEDIES FOR BREACH,129759,EQUITABLE REMEDIES,0,3,129756=EQUITABLE RELIEF,1
129642,REMEDIES FOR BREACH,129787,LIMITATIONS ON DAMAGES,0,1,129789=LIMITATIONS ON RECOVERY,1
129666,DAMAGES,129714,LIQUIDATED DAMAGES,14,7,129718=LIQUIDATED DAMAGES AND PENALTIES;129722=LIQUIDATED DAMAGES AND PENALTY CLAUSES;129723=LIQUIDATED DAMAGES VERSUS PENALTIES,3
129666,DAMAGES,129670,BREACH OF COVENANT AGAINST INCUMBRANCES,2,0,129685=DAMAGES FOR BREACH OF COVENANTS AGAINST INCUMBRANCES,1
129666,DAMAGES,129695,EMPLOYMENT CONTRACT DAMAGES,1,1,129686=DAMAGES FOR BREACH OF EMPLOYMENT CONTRACTS,1
129666,DAMAGES,129707,LIMITATIONS ON DAMAGES,1,4,129709=LIMITATIONS ON DAMAGES RECOVERY;129711=LIMITATIONS ON RECOVERY,2
129666,DAMAGES,129726,MEASURE OF DAMAGES,0,0,129730=MEASUREMENT OF DAMAGES,1
129666,DAMAGES,129696,EXPECTATION DAMAGES,0,0,129700=EXPECTATION DAMAGES AND LIMITS;129701=EXPECTATION DAMAGES LIMITATIONS,2
129666,DAMAGES,129734,MITIGATION OF DAMAGES,2,2,129668=AVOIDABILITY AND DUTY TO MITIGATE,1
129676,CONSEQUENTIAL DAMAGES,129680,HADLEY V. BAXENDALE RULE,3,0,129678=FORESEEABILITY (HADLEY V. BAXENDALE RULE);129679=FORESEEABILITY LIMITATION,2
129768,EXPECTATION DAMAGES,129780,LIMITS ON RECOVERY,2,3,129772=LIMITATION OF DAMAGES;129775=LIMITATIONS ON DAMAGES RECOVERY;129777=LIMITATIONS ON EXPECTATION DAMAGES;129778=LIMITATIONS ON RECOVERY,4
129792,LIQUIDATED DAMAGES,129795,ENFORCEABILITY OF STIPULATIONS,2,0,129799=VALIDITY AND ENFORCEABILITY OF LIQUIDATED DAMAGES CLAUSES,1
129802,LIQUIDATED DAMAGES AND PENALTIES,129806,EQUITABLE RELIEF AGAINST PENALTIES,3,0,129807=EQUITABLE RELIEF FROM LIQUIDATED DAMAGES PROVISIONS,1
129802,LIQUIDATED DAMAGES AND PENALTIES,129811,SINGLE PENALTY FOR MULTIPLE COVENANTS,2,0,129813=UNIFORM PENALTY FOR MULTIPLE BREACHES,1
129832,MONEY DAMAGES,129836,LIMITATIONS ON DAMAGES,0,2,129834=LIMITATIONS ON COMPENSATORY DAMAGES,1
129838,LIMITS OF COMPENSATION,129839,HADLEY V. BAXENDALE RULE,0,1,129841=REMOTENESS AND FORESEEABILITY OF DAMAGES,1
129853,RELIANCE DAMAGES,129854,RESTATEMENT (SECOND) § 349,2,0,129855=RESTATEMENT SECOND SECTION 349,1
129865,SPECIFIC PERFORMANCE,129883,EQUITABLE DEFENSES,0,2,129885=EQUITABLE DEFENSES AND CONDITIONS,1
129865,SPECIFIC PERFORMANCE,129877,DEFENSES TO SPECIFIC PERFORMANCE,0,4,129873=DEFENSES AND LIMITATIONS;129875=DEFENSES AND OBJECTIONS,2
129865,SPECIFIC PERFORMANCE,129899,REAL ESTATE PURCHASE CONTRACTS,1,1,129906=SPECIFIC PERFORMANCE OF REAL PROPERTY CONTRACTS,1
129865,SPECIFIC PERFORMANCE,129882,DISCRETIONARY NATURE,1,0,129887=EQUITABLE DISCRETION TO DENY SPECIFIC PERFORMANCE,1
129865,SPECIFIC PERFORMANCE,129905,SCOPE AND LIMITATIONS OF SPECIFIC PERFORMANCE,1,0,129889=LIMITATIONS ON AVAILABILITY,1
129919,REMEDIES FOR BREACH OF CONTRACT,129973,MONETARY RECOVERY,1,3,129974=MONEY DAMAGES,1
129919,REMEDIES FOR BREACH OF CONTRACT,129961,LIMITATIONS ON DAMAGES,0,3,129959=LIMITATIONS ON CONTRACT DAMAGES,1
129938,LIMITATIONS ON DAMAGES,129940,FORESEEABILITY,2,0,129941=FORESEEABILITY LIMITATION,1
129974,MONEY DAMAGES,129977,LIMITS ON COMPENSATION,0,2,129975=LIMITATIONS ON COMPENSATORY DAMAGES,1
129998,REMEDIES FOR BREACH OR ENFORCEMENT,130007,RESCISSION,2,3,130012=RESCISSION AND CANCELLATION;130016=RESCISSION OF CONTRACTS,2
130004,REFORMATION,130005,REFORMATION FOR MISTAKE,2,0,130006=REFORMATION FOR MUTUAL MISTAKE,1
130030,REMEDIES FOR BREACH OR NON-PERFORMANCE,130035,RESCISSION OF CONTRACTS,0,2,130033=RESCISSION AND TERMINATION,1
130058,RESCISSION AND TERMINATION,130063,"RESCISSION OF CONTRACTS, OBLIGATIONS, OR RIGHTS OF ACTION",1,1,130061=RESCISSION,1
130093,RESTRICTIVE COVENANTS AND RESTRAINTS,130094,RESTRAINTS OF TRADE,0,2,130097=RESTRAINTS ON TRADE OR COMPETITION,1
130134,RIGHTS AND DUTIES UNDER CONTRACTS,130145,RIGHTS OF THIRD PARTIES,2,0,130146=THIRD-PARTY BENEFICIARIES,1
130185,RIGHTS OF THIRD PARTIES,130186,THIRD PARTY BENEFICIARIES,1,1,130187=THIRD-PARTY BENEFICIARY ENFORCEMENT,1
130194,SALE OF GOODS,130245,RIGHTS AND OBLIGATIONS OF PARTIES,1,1,130209=DUTIES AND OBLIGATIONS OF PARTIES,1
130194,SALE OF GOODS,130203,DAMAGES FOR BREACH,0,1,130243=REMEDIES FOR BREACH,1
130194,SALE OF GOODS,130211,ELEMENTS AND FORMATION,0,5,130219=FORMATION AND ENFORCEABILITY;130223=FORMATION OF THE CONTRACT,2
130194,SALE OF GOODS,130262,SUBJECT MATTER OF SALE,0,1,130260=SUBJECT MATTER AND IDENTIFICATION,1
130327,SALE OF PROPERTY,130333,RIGHTS AND OBLIGATIONS OF PURCHASER,1,0,130332=RIGHTS AND DUTIES OF VENDOR AND VENDEE,1
130338,SALE OF PERSONAL PROPERTY,130339,DAMAGES FOR BREACH,2,0,130340=MEASURE OF DAMAGES,1
130380,SALES CONTRACTS,130383,WARRANTIES AND REPRESENTATIONS,0,1,130381=IMPLIED CONDITIONS AND WARRANTIES,1
130386,SALES OF GOODS,130422,PERFORMANCE OF CONTRACT,1,1,130413=PERFORMANCE,1
130386,SALES OF GOODS,130429,REMEDIES FOR BREACH,0,5,130426=REMEDIES,1
130386,SALES OF GOODS,130419,PERFORMANCE AND NON-PERFORMANCE,0,1,130416=PERFORMANCE AND BREACH,1
130466,WARRANTIES,130469,EXCLUSION OR MODIFICATION OF WARRANTIES,2,1,130467=EXCLUSION OR MODIFICATION,1
130546,INSURANCE CONTRACTS,130551,FORMATION AND VALIDITY,0,2,130549=FORMATION AND EFFECTIVENESS,1
130564,SPECIAL CONTRACTUAL RELATIONS,130584,INSURANCE CONTRACTS,0,4,130582=INSURANCE,1
130629,SPECIAL TYPES OF CONTRACTS,130731,SURETISHIP,2,1,130669=GUARANTY AND SURETYSHIP;130732=SURETYSHIP CONTRACTS,2
130629,SPECIAL TYPES OF CONTRACTS,130671,HIRE OF LABOR AND SERVICES,1,1,130665=CONTRACTS OF HIRING;130668=EMPLOYMENT AND SERVICE CONTRACTS,2
130629,SPECIAL TYPES OF CONTRACTS,130642,CARRIAGE AND TRANSPORTATION CONTRACTS,1,6,130649=CARRIAGE CONTRACTS,1
130629,SPECIAL TYPES OF CONTRACTS,130710,MARRIAGE CONTRACTS,1,5,130706=MARITAL AGREEMENTS;130708=MARITAL AND DOMESTIC AGREEMENTS;130714=MARRIAGE-RELATED CONTRACTS,3
130629,SPECIAL TYPES OF CONTRACTS,130674,INDEMNITY CONTRACTS,0,0,130672=INDEMNITY AGREEMENTS,1
130676,INSURANCE CONTRACTS,130679,GENERAL PRINCIPLES,2,0,130680=GENERAL PRINCIPLES OF INSURANCE CONTRACTS,1
130710,MARRIAGE CONTRACTS,130713,ENFORCEABILITY OF PROMISES TO MARRY,1,0,130711=BREACH OF MARRIAGE PROMISE,1
130762,SPECIFIC CONTRACT TYPES,130772,CONTRACTS OF AFFREIGHTMENT,0,4,130771=CONTRACTS FOR CARRIAGE;130785=MARITIME AND AFFREIGHTMENT CONTRACTS;130788=MARITIME AND SHIPPING CONTRACTS;130795=TRANSPORTATION AND CARRIAGE CONTRACTS,4
130762,SPECIFIC CONTRACT TYPES,130775,CONTRACTS TO MARRY,1,2,130763=AGREEMENT TO MARRY;130791=PROMISE TO MARRY,2
130762,SPECIFIC CONTRACT TYPES,130767,CONSTRUCTION AND BUILDING CONTRACTS,0,0,130769=CONSTRUCTION AND IMPROVEMENT CONTRACTS,1
130797,SPECIFIC CONTRACTS,130831,PROMISE TO MARRY,0,3,130798=AGREEMENT TO MARRY;130809=MARRIAGE AND BETROTHAL AGREEMENTS;130811=MARRIAGE AND COHABITATION AGREEMENTS;130816=MARRIAGE AND PROMISE TO MARRY,4
130799,BREACH OF PROMISE,130805,EXCUSE AND JUSTIFICATION,1,1,130800=DEFENSES AND EXCUSES,1
130799,BREACH OF PROMISE,130802,DOCTRINAL RESTATEMENT,7,0,130803=DOCTRINE DEFINED;130806=GENERAL DOCTRINE,2
130819,MARRIAGE-RELATED AGREEMENTS,130820,EXECUTORY AGREEMENT TO MARRY,0,3,130828=PROMISE TO MARRY,1
130821,BREACH OF PROMISE,130825,DOCTRINE DEFINED,2,0,130824=COMMON-LAW DOCTRINE DEFINED,1
130842,SPECIFIC CONTRACTS AND AGREEMENTS,130843,AGREEMENT TO MARRY,0,4,130891=PROMISE OF MARRIAGE;130893=PROMISE TO MARRY,2
130843,AGREEMENT TO MARRY,130844,BREACH OF PROMISE,0,11,130852=BREACH OF PROMISE OF MARRIAGE;130856=BREACH OF PROMISE TO MARRY,2
130925,SPECIFIC CONTRACTUAL RELATIONSHIPS,130933,CONTRACTS FOR CARRIAGE,1,1,130931=CARRIAGE AND TRANSPORTATION CONTRACTS,1
130925,SPECIFIC CONTRACTUAL RELATIONSHIPS,130938,MARRIAGE AND FAMILY AGREEMENTS,0,1,130934=MARITAL AND DOMESTIC AGREEMENTS;130940=MARRIAGE AND MARITAL AGREEMENTS,2
130925,SPECIFIC CONTRACTUAL RELATIONSHIPS,130944,PROMISE TO MARRY,0,4,130926=AGREEMENT TO MARRY,1
130965,SPECIFIC TYPES OF CONTRACTS,130977,CARRIAGE CONTRACTS,2,4,130974=CARRIAGE AND TRANSPORTATION CONTRACTS,1
130965,SPECIFIC TYPES OF CONTRACTS,130969,BONDS,0,2,130972=BONDS AND PENAL OBLIGATIONS,1
130965,SPECIFIC TYPES OF CONTRACTS,130979,CONSTRUCTION AND BUILDING CONTRACTS,4,4,130981=CONSTRUCTION CONTRACTS,1
130965,SPECIFIC TYPES OF CONTRACTS,130993,LOAN AGREEMENTS,2,1,130995=LOANS AND LENDING AGREEMENTS,1
130965,SPECIFIC TYPES OF CONTRACTS,130996,MARRIAGE CONTRACTS,0,2,130999=MARRIAGE CONTRACTS AND PROMISES,1
130965,SPECIFIC TYPES OF CONTRACTS,130984,CONTRACTS TO MAKE A WILL,3,0,130985=CONTRACTS TO MAKE OR REVOKE WILLS,1
130965,SPECIFIC TYPES OF CONTRACTS,131014,SALE OF GOODS,0,1,131016=SALES CONTRACTS,1
131003,PERSONAL RELATIONSHIP AGREEMENTS,131004,MARRIAGE PROMISES,2,0,131005=PROMISES TO MARRY,1
131029,STATUTE OF FRAUDS,131175,SUFFICIENCY OF WRITING,0,2,131188=WRITING REQUIREMENT SUFFICIENCY,1
131029,STATUTE OF FRAUDS,131080,EXCEPTIONS TO STATUTE OF FRAUDS,0,2,131068=EQUITABLE EXCEPTIONS;131077=EXCEPTIONS AND EQUITABLE COUNTERRULES;131082=EXCEPTIONS TO WRITING REQUIREMENT,3
131029,STATUTE OF FRAUDS,131095,LAND CONTRACTS,1,3,131046=CONTRACTS CONCERNING LAND;131055=CONTRACTS TO CONVEY LAND,2
131029,STATUTE OF FRAUDS,131159,SCOPE AND APPLICABILITY,0,5,131164=SCOPE AND APPLICATION,1
131029,STATUTE OF FRAUDS,131196,WRITTEN COMPLIANCE REQUIREMENTS,2,1,131184=WRITING REQUIREMENT;131194=WRITTEN COMPLIANCE,2
131029,STATUTE OF FRAUDS,131042,COMPLIANCE WITH WRITING REQUIREMENT,1,2,131040=COMPLIANCE WITH STATUTE OF FRAUDS,1
131029,STATUTE OF FRAUDS,131128,PART PERFORMANCE,2,5,131132=PART PERFORMANCE DOCTRINE;131138=PART PERFORMANCE EXCEPTION,2
131029,STATUTE OF FRAUDS,131037,COLLATERAL PROMISES,1,1,131038=COLLATERAL PROMISES AND GUARANTIES,1
