parent,parent_label,winner_notation,winner_label,winner_sources,winner_children,losers,n_losers
135372,FIRE INSURANCE,135374,WHAT CONSTITUTES INSURABLE INTEREST,2,0,135373=NATURE AND SCOPE OF INSURABLE INTEREST,1
135441,INSURANCE AGENTS AND BROKERS,135442,AGENT AUTHORITY,0,8,135450=AUTHORITY OF INSURANCE AGENTS,1
135545,INSURANCE CONTRACT FORMATION AND INTERPRETATION,135550,USAGE AND CUSTOM IN INSURANCE,0,2,135546=CUSTOM AND USAGE IN INSURANCE CONTRACTS,1
135630,INSURANCE CONTRACTS,135748,RIGHTS AND OBLIGATIONS OF PARTIES,0,12,135745=RIGHTS AND DUTIES OF PARTIES,1
135630,INSURANCE CONTRACTS,135671,DOUBLE OR OVER INSURANCE,0,0,135712=OVERINSURANCE AND DOUBLE INSURANCE,1
135630,INSURANCE CONTRACTS,135696,INTERPRETATION AND CONSTRUCTION,0,0,135723=POLICY INTERPRETATION AND CONSTRUCTION,1
135630,INSURANCE CONTRACTS,135635,AUTHORITY OF AGENTS,0,2,135692=INSURANCE AGENTS AND AUTHORITY,1
135819,INSURANCE COVERAGE,135820,COVERED RISKS AND CAUSES OF LOSS,1,1,135821=LOSS AND COVERED PERILS,1
135834,INSURANCE INTERMEDIARIES AND AGENCY,135836,AGENT AUTHORITY,0,2,135840=AUTHORITY OF INSURANCE AGENTS,1
135849,INSURANCE POLICIES,135867,CLASSIFICATION AND TYPES OF POLICIES,1,3,135897=POLICY TYPES;135913=TYPES OF INSURANCE POLICIES,2
135849,INSURANCE POLICIES,135855,ASSIGNMENT OF POLICY,0,2,135852=ASSIGNMENT OF POLICIES,1
136010,INSURANCE POLICY TERMS AND CONDITIONS,136027,WARRANTIES,0,4,136033=WARRANTIES IN INSURANCE POLICIES,1
136070,LIABILITY INSURANCE,136091,EMPLOYER'S LIABILITY INSURANCE,1,8,136092=EMPLOYERS' LIABILITY INSURANCE,1
136085,DUTY TO DEFEND,136087,BREACH OF DUTY TO DEFEND,2,0,136086=BREACH OF AGREEMENT TO DEFEND,1
136164,LIFE INSURANCE,136388,MUTUAL AND ASSESSMENT COMPANIES,0,3,136391=MUTUAL AND ASSESSMENT INSURANCE,1
136164,LIFE INSURANCE,136182,ASSIGNMENT OF POLICY,0,17,136172=ASSIGNMENT AND TRANSFER OF POLICIES;136176=ASSIGNMENT OF LIFE POLICY;136178=ASSIGNMENT OF POLICIES,3
136164,LIFE INSURANCE,136353,EXCEPTIONS AND EXCLUSIONS,0,2,136351=EXCEPTED RISKS AND EXCLUSIONS,1
136164,LIFE INSURANCE,136315,CHARACTERIZATION AND DISTINCTION FROM OTHER ARRANGEMENTS,0,2,136317=CHARACTERIZATION AND DISTINCTION FROM OTHER TRANSACTIONS,1
136164,LIFE INSURANCE,136587,SUICIDE EXCLUSION,0,2,136591=SUICIDE EXCLUSION CLAUSES,1
136164,LIFE INSURANCE,136271,BENEFICIARIES AND ASSIGNEES,0,1,136274=BENEFICIARIES AND ASSIGNMENT,1
136164,LIFE INSURANCE,136597,TONTINE POLICIES,0,2,136595=TONTINE INSURANCE,1
136164,LIFE INSURANCE,136300,BENEFICIARY DESIGNATIONS,0,8,136290=BENEFICIARY DESIGNATION AND CHANGE,1
136182,ASSIGNMENT OF POLICY,136184,ASSIGNMENT BY HUSBAND TO WIFE,2,0,136191=INTERSPOUSAL ASSIGNMENT (HUSBAND TO WIFE),1
136193,BENEFICIARIES,136224,DESIGNATION OF BENEFICIARIES,0,6,136199=BENEFICIARY DESIGNATION,1
136348,ENDOWMENT INSURANCE,136349,DEFINITION,2,0,136350=DEFINITION OF ENDOWMENT INSURANCE,1
136368,INSURABLE INTEREST,136374,CREDITOR'S INTEREST IN DEBTOR'S LIFE,3,0,136372=CREDITOR'S INSURABLE INTEREST IN DEBTOR'S LIFE;136373=CREDITOR'S INSURANCE ON DEBTOR'S LIFE,2
136434,POLICY DEFENSES AND EXCLUSIONS,136439,SUICIDE DEFENSE,0,0,136441=SUICIDE EXCLUSION,1
136457,POLICY EXCLUSIONS AND DEFENSES,136461,SUICIDE EXCLUSION,3,3,136460=SUICIDE CLAUSE,1
136471,POLICY EXCLUSIONS AND LIMITATIONS,136476,SUICIDE PROVISIONS,1,1,136474=SUICIDE EXCLUSION,1
136491,POLICY PROVISIONS AND RIGHTS,136494,PAID-UP POLICY,0,2,136492=PAID-UP INSURANCE,1
136513,POLICY TERMS AND CONDITIONS,136528,SUICIDE CLAUSES,0,2,136530=SUICIDE EXCLUSION,1
136554,PREMIUMS,136556,DAYS OF GRACE AND PAYMENT AFTER DEATH,1,1,136557=OVERDUE PREMIUM PAID AFTER DEATH OF INSURED,1
136607,BENEFICIARIES,136621,DESIGNATION OF BENEFICIARIES,0,5,136629=DESIGNATION OF BENEFICIARY,1
136607,BENEFICIARIES,136652,RIGHTS AND DUTIES OF BENEFICIARIES,0,2,136654=RIGHTS AND OBLIGATIONS OF BENEFICIARIES,1
136665,BENEFICIARIES AND PAYMENT,136671,DESIGNATION OF BENEFICIARY,0,2,136669=DESIGNATION OF BENEFICIARIES,1
136724,MARINE AND TRANSPORTATION INSURANCE,136727,CARGO INSURANCE,0,2,136725=CARGO AND GOODS INSURANCE,1
136730,MARINE INSURANCE,137393,TYPES OF MARINE POLICIES,0,2,137391=TYPES OF MARINE INSURANCE POLICIES,1
136730,MARINE INSURANCE,137256,POLICY TERMS AND COVERAGE,0,3,137171=MARINE POLICY TERMS AND COVERAGE,1
136730,MARINE INSURANCE,137485,WARRANTIES,0,16,137525=WARRANTIES IN MARINE INSURANCE,1
136730,MARINE INSURANCE,137241,POLICY TERMS AND CONDITIONS,0,9,137164=MARINE POLICY TERMS AND CONDITIONS,1
136730,MARINE INSURANCE,137360,SUBJECT MATTER OF INSURANCE,0,3,137364=SUBJECT MATTER OF MARINE INSURANCE,1
136730,MARINE INSURANCE,136746,ATTACHMENT AND DURATION OF RISK,0,73,136895=COMMENCEMENT AND DURATION OF RISK,1
136730,MARINE INSURANCE,137461,VOYAGE POLICIES,0,5,137469=VOYAGE POLICY,1
136730,MARINE INSURANCE,137328,RISKS AND PERILS,0,10,137179=MARINE RISKS AND PERILS,1
136746,ATTACHMENT AND DURATION OF RISK,136764,CONSTRUCTION OF POLICY TERMS,0,2,136792=POLICY PHRASES AND CONSTRUCTION,1
136746,ATTACHMENT AND DURATION OF RISK,136822,SUBJECT MATTER OF RISK,0,2,136824=SUBJECT-MATTER COVERED,1
137039,GENERAL AVERAGE,137040,ADJUSTMENT AND VALUATION,2,0,137041=ADJUSTMENT OF GENERAL AVERAGE,1
137221,PERILS OF THE SEA,137222,COLLISION,1,1,137223=COLLISION AS PERIL OF THE SEA,1
137286,REPRESENTATIONS AND WARRANTIES,137296,MISREPRESENTATION OR FALSE INTELLIGENCE,1,1,137290=FALSE REPRESENTATIONS,1
137310,RISK ATTACHMENT AND DURATION,137315,SEAWORTHINESS AND REPAIR OBLIGATIONS,1,0,137316=SEAWORTHINESS OBLIGATIONS,1
137609,NATURE AND DEFINITION OF INSURANCE,137612,DEFINITION OF INSURANCE,1,1,137620=WHAT CONSTITUTES INSURANCE,1
137716,PROOF OF LOSS,137718,PRELIMINARY PROOF AND WAIVER STIPULATIONS,4,0,137717=PRELIMINARY PROOF AND WAIVER,1
137756,POLICY CONDITIONS AND DEFENSES,137791,LIMITATION OF SUIT,0,2,137795=SUIT LIMITATION CLAUSES,1
137800,POLICY CONDITIONS AND LIMITATIONS,137804,OTHER INSURANCE CLAUSES,0,3,137807=OTHER OR ADDITIONAL INSURANCE CLAUSES,1
137820,CONDITIONS VOIDING THE POLICY,137821,ALIENATION OF INSURED PROPERTY,0,4,137826=ALIENATION OR TRANSFER OF INSURED PROPERTY,1
137820,CONDITIONS VOIDING THE POLICY,137844,INCREASE OF RISK,0,3,137842=INCREASE OF HAZARD OR RISK,1
137820,CONDITIONS VOIDING THE POLICY,137857,VACANCY OR NON-OCCUPANCY PROVISION,1,1,137855=VACANCY OR NON-OCCUPANCY,1
137981,POLICY TERMINATION AND CANCELLATION,137987,SURRENDER OF POLICY,0,2,137985=SURRENDER OF INSURANCE POLICY,1
138109,PREMIUMS,138149,RECOVERY OF PREMIUMS PAID,1,1,138147=RECOVERY BACK OF PREMIUMS,1
138216,PROPERTY INSURANCE,138260,DOUBLE AND OVER INSURANCE,0,3,138460=OVER-INSURANCE AND DOUBLE INSURANCE,1
138352,SPECIAL CONTRACT PROVISIONS,138353,INCREASE OF RISK,0,2,138355=INCREASE OF RISK CLAUSES,1
138371,INSURABLE INTEREST,138386,VENDEE UNDER PURCHASE CONTRACT,1,1,138382=PURCHASERS AND VENDEES UNDER CONTRACT,1
138404,LOSS ADJUSTMENT AND CLAIMS,138405,INSURER'S ELECTION TO REBUILD OR REPLACE,1,1,138406=INSURER'S ELECTION TO REPAIR;138407=OPTION TO REPAIR OR REBUILD,2
138472,POLICY CONDITIONS AND EXCLUSIONS,138479,VACANCY OR NONOCCUPANCY,2,1,138476=VACANCY AND UNOCCUPANCY CLAUSES,1
138480,POLICY CONDITIONS AND WARRANTIES,138487,IRON-SAFE CLAUSES,0,3,138483=IRON SAFE AND BOOKKEEPING CLAUSES,1
138555,REINSURANCE,138571,REINSURER LIABILITY,0,0,138575=REINSURER'S LIABILITY,1
138780,INSURANCE CONTRACTS,139106,CONTRACT TERMS AND PROVISIONS,0,7,139096=CONTRACT TERMS AND CONDITIONS;139117=CONTRACT TERMS AND STIPULATIONS;139124=CONTRACTUAL PROVISIONS AND TERMS,3
138780,INSURANCE CONTRACTS,138963,CLAIM PROCESSING AND DISPUTE RESOLUTION,0,3,138941=CLAIM HANDLING AND DISPUTE RESOLUTION,1
138780,INSURANCE CONTRACTS,141949,RIGHTS AND OBLIGATIONS UNDER INSURANCE POLICIES,0,12,141974=RIGHTS AND OBLIGATIONS UNDER POLICY,1
138780,INSURANCE CONTRACTS,139807,GENERAL PRINCIPLES OF INSURANCE LAW,1,3,139801=GENERAL PRINCIPLES;139804=GENERAL PRINCIPLES OF INSURANCE,2
138780,INSURANCE CONTRACTS,140952,POLICY CONTINUATION AND REVIVAL,0,2,140949=POLICY CONTINUATION AND REINSTATEMENT,1
138780,INSURANCE CONTRACTS,139921,INSURANCE INTERMEDIARIES,0,8,139897=INSURANCE AGENTS AND BROKERS;139908=INSURANCE AGENTS AND INTERMEDIARIES,2
138780,INSURANCE CONTRACTS,141814,RIGHTS AND OBLIGATIONS OF PARTIES,0,65,141783=RIGHTS AND DUTIES OF PARTIES,1
138780,INSURANCE CONTRACTS,138960,CLAIM PROCESS AND PROOFS,0,2,138969=CLAIM PROCESSING AND PROOFS,1
138780,INSURANCE CONTRACTS,139958,INSURANCE POLICY TERMS AND CONDITIONS,0,5,139955=INSURANCE POLICY TERMS;139962=INSURANCE POLICY TERMS AND PROVISIONS,2
138780,INSURANCE CONTRACTS,139287,FIRE AND NON-MARITIME INSURANCE,0,3,139285=FIRE AND NON-MARINE INSURANCE,1
138780,INSURANCE CONTRACTS,139386,FORM AND PARTIES,0,2,139388=FORM AND PARTIES OF INSURANCE CONTRACTS,1
138780,INSURANCE CONTRACTS,139390,FORM AND STRUCTURE OF INSURANCE CONTRACTS,3,7,139398=FORM AND STRUCTURE OF INSURANCE POLICIES,1
138780,INSURANCE CONTRACTS,138861,ASSIGNMENT AND TRANSFER OF POLICIES,0,3,138859=ASSIGNMENT AND TRANSFER,1
138780,INSURANCE CONTRACTS,139887,INSURABLE INTEREST AND WAGERING POLICIES,0,3,139885=INSURABLE INTEREST AND WAGERING,1
138780,INSURANCE CONTRACTS,139811,INDEMNITY,0,3,139821=INDEMNITY PRINCIPLE,1
138780,INSURANCE CONTRACTS,140746,NON-MARITIME INSURANCE,0,9,140742=NON-MARINE INSURANCE,1
138780,INSURANCE CONTRACTS,139547,FORMATION AND FORM,0,2,139550=FORMATION AND FORM OF THE CONTRACT,1
138780,INSURANCE CONTRACTS,140779,PARTIES TO INSURANCE CONTRACTS,0,15,140776=PARTIES TO INSURANCE,1
138780,INSURANCE CONTRACTS,140732,NATURE AND CHARACTERISTICS OF INSURANCE,0,6,140735=NATURE AND CHARACTERISTICS OF INSURANCE CONTRACTS,1
138780,INSURANCE CONTRACTS,140034,LIFE AND FRATERNAL BENEFIT INSURANCE,0,2,140279=LIFE INSURANCE AND FRATERNAL BENEFIT INSURANCE,1
138786,ACCIDENT INSURANCE,138802,NOTICE AND PROOF OF LOSS,0,2,138804=NOTICE AND PROOF REQUIREMENTS,1
138871,BENEFICIARIES,138881,DESIGNATION AND IDENTIFICATION,0,4,138885=DESIGNATION AND IDENTIFICATION OF BENEFICIARIES,1
138871,BENEFICIARIES,138892,DESIGNATION AND RIGHTS OF BENEFICIARIES,0,3,138872=BENEFICIARY DESIGNATIONS AND RIGHTS,1
138897,DESIGNATION OF BENEFICIARIES,138902,SPECIFIC CLASS DESIGNATIONS,0,2,138900=SPECIFIC BENEFICIARY CLASSES,1
138935,NOTICE OF CANCELLATION,138937,NOTICE TO PROCURING AGENT OR BROKER,2,0,138936=NOTICE BY OR TO INSURED'S AGENT OR BROKER,1
138946,CLAIM PROCEDURES AND OBLIGATIONS,138949,PROOFS OF LOSS,0,1,138947=PRELIMINARY PROOFS OF LOSS,1
139193,DEFENSES AND LIMITATIONS,139195,ESTOPPEL,1,2,139197=ESTOPPEL IN INSURANCE,1
139229,DUTIES OF PARTIES,139233,DISCLOSURE OBLIGATIONS,0,4,139237=DUTY OF DISCLOSURE,1
139229,DUTIES OF PARTIES,139230,DISCLOSURE AND REPRESENTATIONS,0,3,139243=DUTY OF DISCLOSURE AND REPRESENTATIONS,1
139246,INSURED'S DUTIES,139248,PARTICULAR ACCOUNT REQUIREMENTS,2,0,139247=DUTY TO PROVIDE PARTICULAR ACCOUNT,1
139292,FIRE INSURANCE,139350,STANDARD FIRE POLICY PROVISIONS,0,22,139365=STANDARD FIRE POLICY TERMS,1
139292,FIRE INSURANCE,139326,POLICY TERMS AND CONDITIONS,0,10,139335=POLICY TERMS AND PROVISIONS,1
139292,FIRE INSURANCE,139371,STANDARD POLICY CLAUSES,0,2,139374=STANDARD POLICY PROVISIONS,1
139390,FORM AND STRUCTURE OF INSURANCE CONTRACTS,139393,JUDICIAL INTERPRETATION OF INSURANCE CONTRACT FORM,16,0,139394=JUDICIAL INTERPRETATION OF POLICY FORM,1
139446,FORMATION AND ENFORCEABILITY,139514,ORAL CONTRACTS OF INSURANCE,1,2,139512=ORAL AGREEMENTS FOR INSURANCE,1
139446,FORMATION AND ENFORCEABILITY,139493,MISREPRESENTATION IN APPLICATION,0,3,139495=MISREPRESENTATION IN INSURANCE APPLICATIONS,1
139664,PREMIUMS,139665,AUTHORITY TO COLLECT OR SET PREMIUMS,2,0,139666=AUTHORITY TO DETERMINE OR COLLECT PREMIUMS,1
139676,FORMATION AND UNDERWRITING,139677,APPLICATION AND REPRESENTATIONS,0,3,139679=APPLICATION PROCESS AND REPRESENTATIONS,1
139691,FORMATION AND VALIDITY,139765,REQUISITES OF A VALID CONTRACT OF INSURANCE,2,0,139764=REQUISITES AND VALIDITY OF INSURANCE CONTRACTS,1
139691,FORMATION AND VALIDITY,139738,MISREPRESENTATION AND NONDISCLOSURE,0,6,139735=MISREPRESENTATION AND NON-DISCLOSURE,1
139691,FORMATION AND VALIDITY,139703,DISCLOSURE AND CONCEALMENT,0,2,139709=DISCLOSURE DUTIES AND CONCEALMENT,1
139744,MISREPRESENTATIONS,139748,MISREPRESENTATIONS BY INSURER'S AGENT,1,1,139746=AGENT'S MISREPRESENTATIONS,1
139782,FORMATION OF INSURANCE CONTRACTS,139785,ACCEPTANCE OF INSURANCE PROPOSALS,0,2,139783=ACCEPTANCE OF APPLICATION OR OFFER,1
139897,INSURANCE AGENTS AND BROKERS,139898,AGENT AUTHORITY,0,7,139906=AUTHORITY OF AGENTS AND BROKERS,1
139921,INSURANCE INTERMEDIARIES,139924,AUTHORITY OF INSURANCE AGENTS,0,3,139922=AGENT AUTHORITY,1
139979,INTERPRETATION AND CONSTRUCTION,139986,CONSTRUCTION AGAINST INSURER,0,0,139988=CONSTRUCTION IN FAVOR OF INSURED,1
140020,LIABILITY INSURANCE,140026,EMPLOYERS' LIABILITY INSURANCE,2,0,140025=EMPLOYERS' LIABILITY AND INDEMNITY INSURANCE,1
140041,LIFE INSURANCE,140263,UNDERWRITING AND RISK ASSESSMENT,0,3,140253=RISK ASSESSMENT AND INSURABILITY,1
140041,LIFE INSURANCE,140042,ASSIGNMENT OF LIFE INSURANCE POLICIES,2,4,140044=ASSIGNMENT OF POLICIES;140163=POLICY ASSIGNMENT,2
140041,LIFE INSURANCE,140145,NATURE AND CLASSIFICATION,0,2,140143=NATURE AND CHARACTERIZATION,1
140041,LIFE INSURANCE,140103,CLAIMS AND PROOF OF LOSS,0,2,140101=CLAIM PROCEEDURES AND PROOFS OF LOSS,1
140047,BENEFICIARIES,140069,DESIGNATION OF BENEFICIARY,0,2,140067=DESIGNATION OF BENEFICIARIES,1
140088,BENEFICIARY DESIGNATION AND RIGHTS,140090,CHANGING BENEFICIARY PROVISIONS,2,0,140089=CHANGE OF BENEFICIARY BY INSURED,1
140120,EXCLUSIONS AND LIMITATIONS,140121,DEATH BY EXECUTION OR JUDICIAL ACT,2,0,140122=EXCLUSION FOR DEATH BY EXECUTION OR JUDICIAL PROCESS,1
140291,APPORTIONMENT OF LOSS,140292,SEVERAL PARCELS,3,0,140293=SEVERAL PARCELS OR INTERESTS,1
140296,MARINE INSURANCE,140630,WARRANTIES,0,0,140520=POLICY WARRANTIES;140661=WARRANTIES IN INSURANCE;140666=WARRANTIES IN INSURANCE POLICIES;140669=WARRANTIES IN MARINE INSURANCE,4
140296,MARINE INSURANCE,140413,EXCLUSIONS AND LIMITATIONS,0,3,140411=EXCEPTIONS AND LIMITATIONS,1
140296,MARINE INSURANCE,140397,DUTIES AND OBLIGATIONS OF PARTIES,0,3,140406=DUTIES OF PARTIES,1
140296,MARINE INSURANCE,140387,DOUBLE OR OVER INSURANCE,0,2,140480=OVERINSURANCE AND DOUBLE INSURANCE,1
140296,MARINE INSURANCE,140402,DUTIES OF DISCLOSURE AND GOOD FAITH,0,2,140404=DUTIES OF DISCLOSURE AND UTMOST GOOD FAITH,1
140296,MARINE INSURANCE,140578,TERMS AND CLAUSES,0,0,140500=POLICY TERMS AND CLAUSES,1
140296,MARINE INSURANCE,140637,WARRANTIES AND CONDITIONS,0,24,140650=WARRANTIES AND CONDITIONS IN MARINE INSURANCE;140655=WARRANTIES AND POLICY CONDITIONS,2
140296,MARINE INSURANCE,140297,ABANDONMENT,0,2,140299=ABANDONMENT OF PROPERTY,1
140296,MARINE INSURANCE,140342,CARGO AND GOODS COVERAGE,0,2,140349=CARGO OR GOODS INSURANCE,1
140296,MARINE INSURANCE,140505,POLICY TERMS AND CONDITIONS,0,12,140584=TERMS AND CONDITIONS,1
140303,ATTACHMENT AND DURATION OF RISK,140329,SUSPENSION OF RISK ATTACHMENT BY USAGE,2,0,140330=USAGE SUSPENDING ATTACHMENT OF AT-AND-FROM RISK,1
140630,WARRANTIES,140635,WARRANTY OF SEAWORTHINESS,0,0,140632=IMPLIED WARRANTY OF SEAWORTHINESS,1
140637,WARRANTIES AND CONDITIONS,140645,SEAWORTHINESS WARRANTY,0,0,140642=SEAWORTHINESS WARRANTIES,1
140699,MULTIPLE INSURANCE,140703,DOUBLE OR OVER INSURANCE,2,2,140700=DOUBLE INSURANCE AND OVERINSURANCE,1
140709,MULTIPLE INSURANCE ARRANGEMENTS,140710,DOUBLE AND OVER INSURANCE,2,0,140711=DOUBLE INSURANCE AND OVER-INSURANCE,1
140720,MUTUAL INSURANCE,140722,MEMBERSHIP RIGHTS AND OBLIGATIONS,1,1,140723=POLICYHOLDER RIGHTS AND OBLIGATIONS,1
140779,PARTIES TO INSURANCE CONTRACTS,140790,COMPETENCY OF PARTIES,2,1,140788=CAPACITY OF PARTIES,1
140875,POLICY CONDITIONS,140877,CONDITIONS VOIDING THE POLICY,0,3,140882=VOIDING CONDITIONS,1
140914,POLICY CONDITIONS AND WARRANTIES,140915,ASSIGNMENT OF POLICY,0,2,140935=POLICY ASSIGNMENT AND TRANSFER,1
141008,"POLICY FORMATION, TERMS, AND MODIFICATION",141009,ALTERATION OF INSURANCE POLICY,0,2,141011=ALTERATION OR MODIFICATION OF POLICY,1
141106,POLICY TERMS AND CONDITIONS,141173,OTHER INSURANCE CLAUSES,1,1,141174=OTHER INSURANCE PROVISIONS,1
141106,POLICY TERMS AND CONDITIONS,141107,AMENDMENTS AND MODIFICATIONS,0,3,141168=MODIFICATION AND ALTERATION OF POLICY,1
141121,CONDITIONS VOIDING COVERAGE,141122,ALIENATION OF INSURED PROPERTY,1,1,141132=TRANSFER OR ALIENATION OF INTEREST,1
141203,VOIDING CONDITIONS,141208,JUDICIAL AND AUTHORITATIVE INTERPRETATION,2,0,141209=JUDICIAL INTERPRETATION OF VOIDING CONDITIONS,1
141253,POLICY TERMS AND DOCUMENTS,141260,ENDORSEMENTS AND RIDERS,0,2,141258=ENDORSEMENTS AND MARGINAL REFERENCES,1
141311,"POLICY TERMS, CONDITIONS, AND WARRANTIES",141313,PROMISSORY WARRANTIES,0,1,141315=WARRANTIES IN INSURANCE POLICIES,1
141350,PREMIUMS,141364,NON-PAYMENT OF PREMIUMS,1,4,141367=NONPAYMENT OF PREMIUMS,1
141350,PREMIUMS,141403,RECOVERY OF PREMIUMS,0,2,141425=RETURN OR RECOVERY OF PREMIUMS,1
141483,PREMIUMS AND PAYMENT OBLIGATIONS,141493,NON-PAYMENT OF PREMIUM,0,6,141497=NONPAYMENT OF PREMIUM,1
141493,NON-PAYMENT OF PREMIUM,141494,EXCUSES AND DEFENSES,3,0,141495=EXCUSES AND DEFENSES FOR NON-PAYMENT;141496=EXCUSES FOR NON-PAYMENT,2
141574,PROPERTY INSURANCE,141591,COVERED PROPERTY AND INTERESTS,0,2,141589=COVERED PROPERTY AND INSURABLE INTERESTS,1
141574,PROPERTY INSURANCE,141718,VALUED POLICY LAWS,0,4,141721=VALUED-POLICY LEGISLATION,1
141593,FIRE INSURANCE,141602,POLICY CONDITIONS AND WARRANTIES,0,5,141626=WARRANTIES AND CONDITIONS,1
141684,IRON-SAFE CLAUSE,141687,INVENTORY REQUIREMENTS,2,0,141685=COMPLETE AND ITEMIZED INVENTORY REQUIREMENT,1
141725,REINSURANCE,141762,VALIDITY OF REINSURANCE CONTRACTS,2,0,141760=VALIDITY AND ENFORCEABILITY OF REINSURANCE CONTRACTS,1
141725,REINSURANCE,141737,NATURE OF REINSURANCE CONTRACT,0,0,141735=NATURE AND CHARACTERIZATION OF REINSURANCE CONTRACT,1
141725,REINSURANCE,141734,LIABILITY OF REINSURER,1,4,141749=REINSURER'S LIABILITY,1
141783,RIGHTS AND DUTIES OF PARTIES,141790,INSURED'S DUTIES,0,5,141784=DUTIES OF THE INSURED,1
141790,INSURED'S DUTIES,141791,DUTY TO MITIGATE LOSS OR DAMAGE,0,2,141793=DUTY TO MITIGATE OR PREVENT LOSS,1
141814,RIGHTS AND OBLIGATIONS OF PARTIES,141818,ASSIGNMENT OF POLICIES,0,2,141820=ASSIGNMENT OF POLICY INTERESTS,1
141814,RIGHTS AND OBLIGATIONS OF PARTIES,141876,INSURER'S DUTIES,0,5,141851=DUTIES OF INSURER,1
141814,RIGHTS AND OBLIGATIONS OF PARTIES,141883,INSURER'S RIGHTS,0,2,141886=INSURERS' RIGHTS,1
141822,BENEFICIARIES,141833,PAYMENT OBLIGATIONS,0,2,141829=LIABILITY AND PAYMENT OBLIGATIONS,1
141949,RIGHTS AND OBLIGATIONS UNDER INSURANCE POLICIES,141962,JUDICIAL INTERPRETATION OF POLICY TERMS,2,0,141961=JUDICIAL INTERPRETATION OF INSURANCE POLICY TERMS,1
142059,TERMINATION AND CANCELLATION,142065,RESCISSION BY MUTUAL AGREEMENT,2,0,142066=RESCISSION OR CANCELLATION BY CONSENT,1
142083,TERMS AND CONDITIONS,142110,FORFEITURE CLAUSES,0,2,142112=FORFEITURE PROVISIONS,1
142083,TERMS AND CONDITIONS,142124,NOTICE REQUIREMENTS,0,4,142122=NOTICE PROVISIONS,1
142083,TERMS AND CONDITIONS,142170,WARRANTIES IN INSURANCE,2,7,142179=WARRANTIES IN INSURANCE CONTRACTS,1
142083,TERMS AND CONDITIONS,142092,DISPUTE RESOLUTION CLAUSES,0,0,142095=DISPUTE RESOLUTION PROVISIONS,1
142170,WARRANTIES IN INSURANCE,142175,INTERPRETATION OF WARRANTIES,2,0,142173=CONSTRUCTION AND INTERPRETATION OF WARRANTIES,1
142191,TERMS AND PROVISIONS,142208,WARRANTIES IN INSURANCE,0,2,142210=WARRANTIES IN INSURANCE CONTRACTS,1
142239,TYPES OF INSURANCE,142266,GUARANTEE INSURANCE,0,4,142270=GUARANTY INSURANCE,1
142286,RENT OR RENT GUARANTY INSURANCE,142287,CONTRACT OF INDEMNITY,2,0,142288=INDEMNITY NATURE OF CONTRACT,1
142393,INSURANCE CONTRACTS AND RELATIONSHIPS,142420,FORMATION AND VALIDITY OF INSURANCE POLICIES,0,2,142417=FORMATION AND VALIDITY OF INSURANCE CONTRACTS,1
142393,INSURANCE CONTRACTS AND RELATIONSHIPS,142442,MULTIPLE INSURANCE ARRANGEMENTS,0,4,142434=MULTIPLE INSURANCE AND COVERAGE ISSUES;142439=MULTIPLE INSURANCE AND COVERAGE OVERLAPS;142445=MULTIPLE INSURANCE POLICIES AND COVERAGE,3
142393,INSURANCE CONTRACTS AND RELATIONSHIPS,142472,RIGHTS AND OBLIGATIONS OF PARTIES,0,3,142475=RIGHTS AND OBLIGATIONS OF PARTIES IN INSURANCE CONTRACTS,1
142426,MARINE INSURANCE,142427,COVERAGE AND RISKS,0,2,142432=RISKS COVERED AND EXCLUDED,1
142537,LANDLORD AND TENANT,142546,LEASE COVENANTS,0,2,142549=LEASEHOLD COVENANTS,1
142601,LEASES AND TENANCIES,142642,TENANT OBLIGATIONS,0,3,142628=LESSEE OBLIGATIONS AND DUTIES,1
142601,LEASES AND TENANCIES,142613,LANDLORD COVENANTS AND OBLIGATIONS,0,3,142618=LANDLORD'S OBLIGATIONS UNDER A LEASE,1
142601,LEASES AND TENANCIES,142624,LEASE COVENANTS,0,5,142604=COVENANTS AND CONDITIONS IN LEASES,1
142676,LEGAL DUTIES AND OBLIGATIONS,142690,IMPLIED DUTIES,0,2,142695=IMPLIED OBLIGATIONS,1
142676,LEGAL DUTIES AND OBLIGATIONS,142711,LESSOR-LESSEE RELATIONSHIP,0,6,142701=LANDLORD-TENANT RELATIONSHIPS;142717=LESSOR-TENANT RELATIONSHIPS,2
142702,LANDLORD OBLIGATIONS,142703,DUTY TO REPAIR,0,2,142706=REPAIR AND MAINTENANCE DUTIES,1
142711,LESSOR-LESSEE RELATIONSHIP,142712,TENANT DUTIES,0,2,142714=TENANT OBLIGATIONS,1
142767,LEGAL EFFECT OF AGREEMENTS,142846,LEASES AND TENANCIES,0,18,142860=LEASING AND TENANCY AGREEMENTS,1
142775,COVENANTS,142796,INTERPRETATION AND ENFORCEMENT OF COVENANTS,3,0,142788=ENFORCEABILITY AND INTERPRETATION OF COVENANTS,1
142779,COVENANTS IN LEASES,142784,OBLIGATIONS OF LESSOR,2,0,142781=COVENANTS ON THE PART OF THE LESSOR,1
142911,LEASES AND TENANCIES,142914,COVENANTS AND CONDITIONS,0,0,142916=COVENANTS AND CONDITIONS IN LEASES,1
142985,LEGAL RELATIONSHIPS ARISING FROM AGREEMENTS,142988,LANDLORD-TENANT RELATIONSHIPS,0,16,143073=LESSOR-LESSEE RELATIONSHIPS,1
